ID,MIDI,YEAR
"5699,""Pitt-Payne/Hot Scotch Rag.mid"",1911"
"5706,""Pitt-Payne/Hot Tamale Man The .mid"",1909"
"5723,""Pitt-Payne/Hot-House Rag.mid"",1914"
"5756,""Pitt-Payne/How 'Ya Gonna Keep 'Em Down On The Farm.mid"",1919"
"5741,""Pitt-Payne/How Are You Going To Wet Your Whistle.mid"",1919"
"5742,""Pitt-Payne/How Can Any Girlie Be A Good Little Girl?.mid"",1917"
"5748,""Pitt-Payne/How Do You Do Miss Rag-Time? .mid"",1912"
"5761,""Pitt-Payne/How's Every Little Thing In Dixie.mid"",1916"
"5776,""Pitt-Payne/Hu-La Hu-La.mid"",1899"
"5775,""Pitt-Payne/Hula Blues.mid"",1920"
"5785,""Pitt-Payne/Humming.mid"",1920"
"5798,""Pitt-Payne/Hungarian Rag.mid"",1913"
"5800,""Pitt-Payne/Hunky-Dory.mid"",n/a"
"5803,""Pitt-Payne/Hunters  The.mid"",1914"
"5813,""Pitt-Payne/Hurry A Little.mid"",1904"
"5814,""Pitt-Payne/Hurry Back To My Bamboo Shack.mid"",1916"
"5822,""Pitt-Payne/Huskin' Time.mid"",1914"
"5825,""Pitt-Payne/Hustling Rag.mid"",1914"
"5841,""Pitt-Payne/I Ain't A-Goin' To Weep No More.mid"",1900"
"5847,""Pitt-Payne/I Ain't Gonna Give Nobody None O' This Jellyroll.mid"",1919"
"5852,""Pitt-Payne/I Ain't Got Nobody.mid"",1911"
"5856,""Pitt-Payne/I Ain't Got Weary Yet!.mid"",1918"
"5863,""Pitt-Payne/I Believe In Miracles.mid"",1934"
"5864,""Pitt-Payne/I Belong To The Government Now.mid"",1903"
"5867,""Pitt-Payne/I Can Beat You Doing What You're Doing Me.mid"",1915"
"5876,""Pitt-Payne/I Can't Stop Loving You Now.mid"",1914"
"5884,""Pitt-Payne/I Cried For You.mid"",1923"
"5886,""Pitt-Payne/I Didn't Go Home At All.mid"",1909"
"5900,""Pitt-Payne/I Don't Play No Favorites.mid"",1898"
"5908,""Pitt-Payne/I Don't Want To Get Well.mid"",1917"
"5923,""Pitt-Payne/I Guess I'll Have To Telegraph My Baby.mid"",1899"
"5926,""Pitt-Payne/I Had A Gal, I Had A Pal.mid"",1914"
"5939,""Pitt-Payne/I Kind'er Likes To Have You Fussin' 'Round.mid"",1906"
"5940,""Pitt-Payne/I Know A Band.mid"",1919"
"5943,""Pitt-Payne/I Leave For Dixie Today.mid"",1918"
"5950,""Pitt-Payne/I Live Up North But I've Still Got The South In Me.mid"",1918"
"5952,""Pitt-Payne/I Lost My Heart In Dixieland.mid"",1919"
"5953,""Pitt-Payne/I Love A Piano.mid"",1915"
"5957,""Pitt-Payne/I Love It .mid"",1910"
"5964,""Pitt-Payne/I Love The Ladies.mid"",1914"
"5967,""Pitt-Payne/I Love To Have The Boys Around Me.mid"",1914"
"5968,""Pitt-Payne/I Love To Quarrel With You.mid"",1914"
"6001,""Pitt-Payne/I Want A Doll.mid"",1918"
"6008,""Pitt-Payne/I Want A Ragtime Bungalow.mid"",1913"
"6020,""Pitt-Payne/I Want To Be In Dixie.mid"",1912"
"6026,""Pitt-Payne/I Want To Go Back To Michigan.mid"",1914"
"6029,""Pitt-Payne/I Want To Learn To Dance.mid"",1918"
"6028,""Pitt-Payne/I Want To Learn To Jazz Dance.mid"",1918"
"6030,""Pitt-Payne/I Want To Linger.mid"",1914"
"6033,""Pitt-Payne/I Want To See Old Dixieland Once More.mid"",1921"
"6040,""Pitt-Payne/I Wants To Pick A Bone With You.mid"",1904"
"6048,""Pitt-Payne/I Wish I Were Twins.mid"",1934"
"6049,""Pitt-Payne/I Wish That You Was My Gal, Molly.mid"",1909"
"6053,""Pitt-Payne/I Wonder Where My Easy Rider's Gone ?.mid"",1913"
"6054,""Pitt-Payne/I Wonder Where My Lovin' Man Has Gone.mid"",1914"
"6058,""Pitt-Payne/I Wonder Why Bill Bailey Don't Come Home.mid"",1902"
"6086,""Pitt-Payne/I'd Rather Have Nothin' All Of The Time Than Somethin' For A Little While.mid"",1908"
"6158,""Pitt-Payne/I'll Be Back In Me Low Back Car.mid"",1915"
"6164,""Pitt-Payne/I'll Dance My Way Right Back To Dixieland.mid"",1919"
"6166,""Pitt-Payne/I'll Do It All Over Again.mid"",1914"
"6169,""Pitt-Payne/I'll Keep A Warm Spot In My Heart For You.mid"",1906"
"6170,""Pitt-Payne/I'll Make A Ring Around Rosie.mid"",1910"
"6171,""Pitt-Payne/I'll Say She Does.mid"",1918"
"6172,""Pitt-Payne/I'll See You In C-U-B-A.mid"",1914"
"6182,""Pitt-Payne/I'm A Happy Married Man.mid"",1910"
"6184,""Pitt-Payne/I'm A Lonesome Melody.mid"",1915"
"6185,""Pitt-Payne/I'm A Member Of The Midnight Crew.mid"",1909"
"6186,""Pitt-Payne/I'm A Real Kind Mama.mid"",1917"
"6188,""Pitt-Payne/I'm Afraid To Come Home In The Dark.mid"",1907"
"6192,""Pitt-Payne/I'm All Bound 'Round With The Mason Dixon Line.mid"",1917"
"6199,""Pitt-Payne/I'm Certainly Living A Rag-Time Life.mid"",1900"
"6210,""Pitt-Payne/I'm Drifting Further From You Baby Every Day.mid"",1901"
"6211,""Pitt-Payne/I'm Expectin' A Special Deliv'ry.mid"",1901"
"6221,""Pitt-Payne/I'm Goin' To Settle Down Outside Of London Town.mid"",1919"
"6223,""Pitt-Payne/I'm Goin', Goodbye, I'm Gone.mid"",1912"
"6229,""Pitt-Payne/I'm Going To Exit.mid"",1906"
"6238,""Pitt-Payne/I'm Gonna Make Hay While The Sun Shines In Virginia.mid"",1916"
"6242,""Pitt-Payne/I'm Jealous Of You.mid"",1908"
"6243,""Pitt-Payne/I'm Just Barely Living, Dat's All.mid"",1903"
"6244,""Pitt-Payne/I'm Just Simply Full Of Jazz.mid"",1919"
"6247,""Pitt-Payne/I'm Just Wild About Harry.mid"",1921"
"6250,""Pitt-Payne/I'm Looking All Around For A Vampire.mid"",1920"
"6255,""Pitt-Payne/I'm Nobody's Baby.mid"",1921"
"6260,""Pitt-Payne/I'm On My Way To Dublin Bay.mid"",1915"
"6262,""Pitt-Payne/I'm On My Way To Mandalay .mid"",1913"
"6268,""Pitt-Payne/I'm Saving Up The Means To Get To New Orleans.mid"",1916"
"6270,""Pitt-Payne/I'm Simply Crazy Over You.mid"",1915"
"6271,""Pitt-Payne/I'm Sitting Pretty In A Pretty Little City.mid"",1923"
"6279,""Pitt-Payne/I'm Wild About Moonshine.mid"",1920"
"6483,""Pitt-Payne/I'se A-picking My Company Now.mid"",1899"
"6549,""Pitt-Payne/I've Got A Feeling I'm Falling.mid"",1929"
"6551,""Pitt-Payne/I've Got A Ragtime Bee In My Bonnet.mid"",1911"
"6552,""Pitt-Payne/I've Got A White Man Working For Me.mid"",1900"
"6554,""Pitt-Payne/I've Got Chicken On The Brain .mid"",1899"
"6559,""Pitt-Payne/I've Got My Captain Working For Me Now.mid"",1919"
"6569,""Pitt-Payne/I've Got The Blue Ridge Blues.mid"",1918"
"6574,""Pitt-Payne/I've Got The Nicest Little House In D-I-X-I-E.mid"",1917"
"6576,""Pitt-Payne/I've Got The Red, White And Blues.mid"",1921"
"6577,""Pitt-Payne/I've Got The Ru-Ma-Tiz.mid"",1912"
"6578,""Pitt-Payne/I've Got The Sweetest Girl In Maryland.mid"",1917"
"6582,""Pitt-Payne/I've Got To Have Some Lovin' Now.mid"",1912"
"6584,""Pitt-Payne/I've Got Troubles Of My Own.mid"",1900"
"6586,""Pitt-Payne/I've Got Your Number.mid"",1910"
"6587,""Pitt-Payne/I've Joined The Squirrel Family.mid"",1916"
"6591,""Pitt-Payne/I've Said My Last Farewell.mid"",1906"
"6098,""Pitt-Payne/If A Rooster Can Love So Many Little Chickens.mid"",1912"
"6102,""Pitt-Payne/If Dat's Society Excuse Me.mid"",1900"
"6104,""Pitt-Payne/If He Can Fight Like He Can Love, Good Night Germany!.mid"",1918"
"6108,""Pitt-Payne/If I Don't Get You I'll Get Your Sister.mid"",1911"
"6112,""Pitt-Payne/If I Only Had A Sweetheart.mid"",1909"
"6120,""Pitt-Payne/If Money Talks, It Ain't On Speaking Terms With Me.mid"",1902"
"6125,""Pitt-Payne/If The Man In The Moon Were A Coon.mid"",n/a"
"6133,""Pitt-Payne/If You Ain't Got It Go And Get It.mid"",1909"
"6137,""Pitt-Payne/If You Don't Want My Peaches.mid"",1914"
"6146,""Pitt-Payne/If You Saw What I Saw You'd Go To Utah.mid"",1917"
"6288,""Pitt-Payne/Impatient Jane.mid"",1905"
"6310,""Pitt-Payne/In Bamboo Land.mid"",1910"
"6311,""Pitt-Payne/In Berry Pickin' Time.mid"",1917"
"6312,""Pitt-Payne/In Boogy Land.mid"",1908"
"6320,""Pitt-Payne/In Dear Old Dixieland.mid"",1912"
"6321,""Pitt-Payne/In Dear Old Tennessee.mid"",1909"
"6327,""Pitt-Payne/In Monkey Land.mid"",1907"
"6333,""Pitt-Payne/In Ole Alabam.mid"",1900"
"6337,""Pitt-Payne/In Ragtime Land.mid"",1911"
"6338,""Pitt-Payne/In Room 202.mid"",1919"
"6340,""Pitt-Payne/In Search Of A Husband .mid"",1914"
"6344,""Pitt-Payne/In The Cool Of The Evening.mid"",1912"
"6347,""Pitt-Payne/In The Evening By The Moonlight    Dear Louise.mid"",1906"
"6350,""Pitt-Payne/In The Heart Of Dixie.mid"",1903"
"6356,""Pitt-Payne/In The Land Of Harmony.mid"",1911"
"6416,""Pitt-Payne/Innovation.mid"",1917"
"6430,""Pitt-Payne/Intermission Rag.mid"",1916"
"6434,""Pitt-Payne/International Rag  The.mid"",1913"
"6451,""Pitt-Payne/Irish Beauties.mid"",1911"
"6458,""Pitt-Payne/Irish Rag .mid"",1910"
"6461,""Pitt-Payne/Irish Tango  The.mid"",1914"
"6464,""Pitt-Payne/Irmena Rag.mid"",1908"
"6468,""Pitt-Payne/Irresistible.mid"",1910"
"6475,""Pitt-Payne/Is It True What They Say About Dixie?.mid"",1936"
"6489,""Pitt-Payne/Ishudworry Rag.mid"",1914"
"6499,""Pitt-Payne/It Had To Be You.mid"",1924"
"6501,""Pitt-Payne/It Looks Like A Big Night To-night.mid"",1908"
"6509,""Pitt-Payne/It Takes A Good Man.mid"",1921"
"6511,""Pitt-Payne/It Takes A Long Tall Brown-Skin Gal.mid"",1917"
"6525,""Pitt-Payne/It's A Pipp'n.mid"",1917"
"6527,""Pitt-Payne/It's All A Dream.mid"",1915"
"6529,""Pitt-Payne/It's All Your Fault.mid"",1915"
"6532,""Pitt-Payne/It's Right Here For You.mid"",1920"
"6535,""Pitt-Payne/It's The Smart Little Feller Who Stocked Up His Cellar.mid"",1920"
"6536,""Pitt-Payne/It's Tight Like That.mid"",1928"
"6540,""Pitt-Payne/It's You Nobody But You.mid"",1913"
"6599,""Pitt-Payne/Ivory Rag .mid"",1950"
"6605,""Pitt-Payne/Izzie Get Busy, Write Another Little Ragtime Tune.mid"",1916"
"6627,""Pitt-Payne/Ja-Da.mid"",1918"
"6613,""Pitt-Payne/Jack In The Box.mid"",1927"
"6632,""Pitt-Payne/Jag-Time Johnson's Rag-Time March.mid"",1901"
"6637,""Pitt-Payne/Jakerloo Fox-Trot.mid"",1919"
"6656,""Pitt-Payne/Japanese SandMan The.mid"",1920"
"6659,""Pitt-Payne/Jappy Johnny.mid"",1907"
"6677,""Pitt-Payne/Jazz Babies' Ball.mid"",1920"
"6678,""Pitt-Payne/Jazz Baby.mid"",1919"
"6684,""Pitt-Payne/Jazz Dance  The.mid"",1917"
"6694,""Pitt-Payne/Jazzamarimba Dance.mid"",1919"
"6695,""Pitt-Payne/Jazzapation.mid"",1920"
"6704,""Pitt-Payne/Jazzin' The Blues Away.mid"",1918"
"6705,""Pitt-Payne/Jazzin' The Cotton Town Blues.mid"",1917"
"6707,""Pitt-Payne/Jazzola.mid"",1919"
"6715,""Pitt-Payne/Jefferson Brown.mid"",1917"
"6742,""Pitt-Payne/Jerusalem Rag.mid"",1912"
"6757,""Pitt-Payne/Jim Crow Rag.mid"",1910"
"6758,""Pitt-Payne/Jim-A-Da-Jeff.mid"",1909"
"6775,""Pitt-Payne/Jinx Rag.mid"",n/a"
"6787,""Pitt-Payne/Jogo Blues  The.mid"",1913"
"6798,""Pitt-Payne/Johnny's In Town.mid"",1919"
"6812,""Pitt-Payne/Jolly Dancers Ostende.mid"",1912"
"6828,""Pitt-Payne/Jolly Sam.mid"",1899"
"6830,""Pitt-Payne/Jolly South Carolina Cake Walk, A.mid"",1899"
"6898,""Pitt-Payne/Jungle Jambouree.mid"",1913"
"6899,""Pitt-Payne/Jungle Jingles.mid"",1903"
"6901,""Pitt-Payne/Jungle Moon.mid"",1909"
"6903,""Pitt-Payne/Jungle Time.mid"",1905"
"6906,""Pitt-Payne/Junk Man Rag  The.mid"",1913"
"6925,""Pitt-Payne/Just As Long As The Swanee Flows.mid"",1911"
"6927,""Pitt-Payne/Just Because I Let You Call Me Baby Lamb.mid"",1909"
"6931,""Pitt-Payne/Just Because She Made Dem Goo-Goo Eyes.mid"",1900"
"6952,""Pitt-Payne/Just Noise.mid"",1906"
"6958,""Pitt-Payne/Just Some One.mid"",1907"
"6998,""Pitt-Payne/Kareless Koon.mid"",1899"
"7004,""Pitt-Payne/Katunka.mid"",1914"
"7009,""Pitt-Payne/Keek-Es-Man-Dah.mid"",1906"
"7023,""Pitt-Payne/Keep It Up .mid"",1914"
"7026,""Pitt-Payne/Keep Moving.mid"",1915"
"7051,""Pitt-Payne/Kentucky Beauty  The.mid"",1904"
"7057,""Pitt-Payne/Kentucky Cornshuckers  The.mid"",1899"
"7058,""Pitt-Payne/Kentucky Days.mid"",1912"
"7067,""Pitt-Payne/Kentucky Kut-Up.mid"",1907"
"7085,""Pitt-Payne/Kerry Mills Rag Time Dance.mid"",1909"
"7086,""Pitt-Payne/Ketchup.mid"",1910"
"7119,""Pitt-Payne/King Cupid.mid"",1903"
"7125,""Pitt-Payne/King Of The Bungaloos.mid"",1909"
"7129,""Pitt-Payne/King Of Them All  The.mid"",1909"
"7144,""Pitt-Payne/Kinky Koo.mid"",1919"
"7145,""Pitt-Payne/Kip-Kap.mid"",1916"
"7151,""Pitt-Payne/Kiss Mama, Kiss Papa.mid"",1922"
"7153,""Pitt-Payne/Kiss Me Good-Night.mid"",1914"
"7178,""Pitt-Payne/Klassicle Rag.mid"",1911"
"7183,""Pitt-Payne/Klinkers.mid"",1906"
"7186,""Pitt-Payne/Klu-Lukum Rag.mid"",1909"
"7188,""Pitt-Payne/Knice And Knifty.mid"",1918"
"7190,""Pitt-Payne/Knick Knocks Rag.mid"",1915"
"7195,""Pitt-Payne/Knit, Knit, Knit.mid"",1917"
"7198,""Pitt-Payne/Knock-out Drops.mid"",1910"
"7246,""Pitt-Payne/Lady Slippers.mid"",1910"
"7247,""Pitt-Payne/Lady With The Rag-Time Walk  The.mid"",1898"
"7252,""Pitt-Payne/Lagoon Breeze.mid"",1903"
"7253,""Pitt-Payne/Lagoon Rag.mid"",1907"
"7286,""Pitt-Payne/Lasca.mid"",1909"
"7296,""Pitt-Payne/Last Night On The Back Porch.mid"",1923"
"7303,""Pitt-Payne/Last Shot Got Him  The.mid"",1912"
"7315,""Pitt-Payne/Latonia Rag.mid"",1903"
"7329,""Pitt-Payne/Laughing Little Red-Head Coon  The.mid"",1899"
"7330,""Pitt-Payne/Laughing Lucas.mid"",1901"
"7336,""Pitt-Payne/Laughing Water.mid"",1903"
"7344,""Pitt-Payne/Lauterbach.mid"",1906"
"7363,""Pitt-Payne/Lead Me To That Beautiful Band.mid"",1912"
"7364,""Pitt-Payne/Lead The Kitty.mid"",1917"
"7368,""Pitt-Payne/Leap Frog.mid"",1908"
"7371,""Pitt-Payne/Leap-Year Girl  The.mid"",1904"
"7372,""Pitt-Payne/Learn To Do The Strut.mid"",1923"
"7375,""Pitt-Payne/Leave Me With A Smile.mid"",1921"
"7378,""Pitt-Payne/Leg Of Mutton (Le Gigot).mid"",1913"
"7380,""Pitt-Payne/Leicester Square Rag.mid"",1949"
"7384,""Pitt-Payne/Lemon Drops, A Rag.mid"",1910"
"7391,""Pitt-Payne/Lemons And Limes.mid"",1909"
"7390,""Pitt-Payne/Lemons.mid"",1907"
"7398,""Pitt-Payne/Leonora.mid"",n/a"
"7425,""Pitt-Payne/Let's Make Love Among The Roses.mid"",1910"
"7434,""Pitt-Payne/Levee Land.mid"",1917"
"7450,""Pitt-Payne/Life Ain't Worth Living When You're Broke.mid"",1901"
"7458,""Pitt-Payne/Lightning.mid"",1908"
"7495,""Pitt-Payne/Line Of Rags, A.mid"",1903"
"7501,""Pitt-Payne/Lion Tamer Rag  The.mid"",1913"
"7507,""Pitt-Payne/Listen To That Dixie Band.mid"",1914"
"7508,""Pitt-Payne/Listen To That Jungle Band.mid"",1910"
"7510,""Pitt-Payne/Listen To This.mid"",1916"
"7520,""Pitt-Payne/Little Bit Of Everything, A.mid"",1912"
"7526,""Pitt-Payne/Little Black Me.mid"",1899"
"7541,""Pitt-Payne/Little More Pepper, A.mid"",1914"
"7546,""Pitt-Payne/Little On The Rag-Time, A.mid"",1900"
"7549,""Pitt-Payne/Little Rag Baby Doll.mid"",1913"
"7555,""Pitt-Payne/Little Red Lacquer Cage  The.mid"",1922"
"7562,""Pitt-Payne/Little Sticks O'Licorice.mid"",1911"
"7571,""Pitt-Payne/Livery Stable Blues.mid"",1917"
"7576,""Pitt-Payne/Liza Skinner.mid"",1899"
"7587,""Pitt-Payne/Lock Me In Your Harem And Throw Away The Key.mid"",1914"
"7637,""Pitt-Payne/Looney Coons.mid"",1900"
"7649,""Pitt-Payne/Loquatias Moll.mid"",1900"
"7668,""Pitt-Payne/Louisian'.mid"",1922"
"7674,""Pitt-Payne/Louisiana Glide.mid"",1929"
"7704,""Pitt-Payne/Love Me Or Leave Me.mid"",1928"
"7706,""Pitt-Payne/Love Me To The Music Of A Ragtime Tune.mid"",1909"
"7717,""Pitt-Payne/Lovie Joe.mid"",1910"
"7722,""Pitt-Payne/Lovin' Sam.mid"",1922"
"7724,""Pitt-Payne/Loving You The Way I Do.mid"",1930"
"7736,""Pitt-Payne/Lucinda's Ragtime Ball.mid"",1913"
"7783,""Pitt-Payne/Ma Bashful Lou.mid"",1901"
"7788,""Pitt-Payne/Ma Dandy Soldier Coon.mid"",1900"
"7792,""Pitt-Payne/Ma Genuine African Blonde.mid"",1898"
"7801,""Pitt-Payne/Ma Pickaninny Babe.mid"",1913"
"7802,""Pitt-Payne/Ma Rag Time Baby.mid"",1898"
"7805,""Pitt-Payne/Ma Rainbow Coon.mid"",1900"
"7807,""Pitt-Payne/Ma Tiger Lily.mid"",1900"
"7781,""Pitt-Payne/Ma.mid"",1921"
"7815,""Pitt-Payne/Mad House Rag  The.mid"",1911"
"7817,""Pitt-Payne/Madagascar Mangle  The.mid"",1912"
"7870,""Pitt-Payne/Make No Mistake.mid"",1898"
"7878,""Pitt-Payne/Maltese Cross Brand.mid"",1905"
"7894,""Pitt-Payne/Mamma Goes Where Papa Goes.mid"",1923"
"7904,""Pitt-Payne/Mammy Jinny's Hall Of Fame.mid"",1917"
"7905,""Pitt-Payne/Mammy Jinny's Jubilee.mid"",1913"
"7916,""Pitt-Payne/Mammy's Little Coal Black Rose.mid"",1916"
"7920,""Pitt-Payne/Mammy's Shufflin' Dance.mid"",1911"
"7934,""Pitt-Payne/Mando Rag.mid"",1914"
"7941,""Pitt-Payne/Mandy How Do You Do?.mid"",1909"
"7942,""Pitt-Payne/Mandy Lane.mid"",1908"
"7988,""Pitt-Payne/March Black America.mid"",1895"
"8015,""Pitt-Payne/Marie From Sunny Italy.mid"",1907"
"8026,""Pitt-Payne/Marionette.mid"",1914"
"8029,""Pitt-Payne/Mariutch.mid"",1907"
"8043,""Pitt-Payne/Mary Jane Rag.mid"",1909"
"8047,""Pitt-Payne/Mary's A Grand Old Name.mid"",1905"
"8049,""Pitt-Payne/Mascot  The.mid"",1905"
"8070,""Pitt-Payne/Mattie's Rags.mid"",1916"
"8074,""Pitt-Payne/Maurice Tango  The.mid"",1912"
"8080,""Pitt-Payne/May Irwin's Bully Song.mid"",1896"
"8081,""Pitt-Payne/May Irwin's Rag Time Dance.mid"",1906"
"8085,""Pitt-Payne/Maybe That Is Why I'm Lonely.mid"",1911"
"8183,""Pitt-Payne/Me-ow.mid"",1918"
"8102,""Pitt-Payne/Meadowbrook Fox Trot.mid"",1914"
"8141,""Pitt-Payne/Melinda's Wedding Day.mid"",1913"
"8157,""Pitt-Payne/Melon Time In Dixieland.mid"",1921"
"8167,""Pitt-Payne/Memories Of You.mid"",1930"
"8174,""Pitt-Payne/Memphis Rag  The.mid"",1908"
"8202,""Pitt-Payne/Merry Whirl.mid"",1915"
"8216,""Pitt-Payne/Meteor Rag.mid"",1920"
"8222,""Pitt-Payne/Mew Mew Rag.mid"",1910"
"8233,""Pitt-Payne/Mickey Jigglings.mid"",1905"
"8248,""Pitt-Payne/Midnight Ragtime Ride Of Paul Revere  The.mid"",1914"
"8250,""Pitt-Payne/Midnight Whirl Rag.mid"",1914"
"8255,""Pitt-Payne/Mignon.mid"",1907"
"8261,""Pitt-Payne/Milenberg Joys .mid"",1925"
"8273,""Pitt-Payne/Million Dollar Ball  The.mid"",1912"
"8290,""Pitt-Payne/Minnesota Rag  The.mid"",1913"
"8292,""Pitt-Payne/Minnesota Street Rag.mid"",1903"
"8293,""Pitt-Payne/Minnie Shimmie For Me.mid"",1917"
"8299,""Pitt-Payne/Minstrel Band  The.mid"",1909"
"8303,""Pitt-Payne/Minstrel Man The.mid"",1911"
"8318,""Pitt-Payne/Miserable Rag.mid"",1915"
"8327,""Pitt-Payne/Miss Cinda's Walk.mid"",1899"
"8328,""Pitt-Payne/Miss Dixie.mid"",1907"
"8337,""Pitt-Payne/Miss Virginia.mid"",1899"
"8348,""Pitt-Payne/Mississippi Barbecue  The .mid"",1914"
"8359,""Pitt-Payne/Mississippi Dippy Dip  The.mid"",1911"
"8361,""Pitt-Payne/Mississippi Mamie.mid"",1904"
"8363,""Pitt-Payne/Mississippi Mud.mid"",1927"
"8369,""Pitt-Payne/Mississippi Side Step  The.mid"",1899"
"8370,""Pitt-Payne/Mississippi Smilax.mid"",1907"
"8372,""Pitt-Payne/Mississippi Splash.mid"",1911"
"8377,""Pitt-Payne/Missouri Blues.mid"",1919"
"8386,""Pitt-Payne/Missouri Mule.mid"",1904"
"8404,""Pitt-Payne/Mister Music Master.mid"",1911"
"8426,""Pitt-Payne/Mobile Blues.mid"",1924"
"8430,""Pitt-Payne/Mobile Prance  The.mid"",1901"
"8456,""Pitt-Payne/Mollycoddle Dance  The.mid"",1907"
"8467,""Pitt-Payne/Money Was Made For Coons To Spend.mid"",1904"
"8503,""Pitt-Payne/Moon Shines On The Moonshine  The.mid"",1920"
"8511,""Pitt-Payne/Moonlight And Roses Blues.mid"",1925"
"8512,""Pitt-Payne/Moonlight Bay.mid"",1912"
"8520,""Pitt-Payne/Moonlight Meander, A.mid"",1900"
"8538,""Pitt-Payne/More I See Of Hawaii  The.mid"",1917"
"8539,""Pitt-Payne/More Mustard.mid"",1914"
"8544,""Pitt-Payne/Mormon Coon  The.mid"",1905"
"8546,""Pitt-Payne/Morning Exercise.mid"",1914"
"8564,""Pitt-Payne/Mosquito Bites.mid"",1907"
"8591,""Pitt-Payne/Movie Rag.mid"",1913"
"8593,""Pitt-Payne/Movin' Man Don't Take My Baby Grand.mid"",1911"
"8601,""Pitt-Payne/Mr Black Man.mid"",1904"
"8609,""Pitt-Payne/Mr Jazz, Himself.mid"",1917"
"8610,""Pitt-Payne/Mr Jelly Lord.mid"",1923"
"8614,""Pitt-Payne/Mr Ragtime Rubinstein.mid"",n/a"
"8620,""Pitt-Payne/Mr Yankee.mid"",1905"
"8622,""Pitt-Payne/Mrs Sippi.mid"",1903"
"8624,""Pitt-Payne/Much Obliged to You.mid"",1907"
"8646,""Pitt-Payne/Muscle Shoals Blues.mid"",1921"
"8662,""Pitt-Payne/Mutilation Rag.mid"",1915"
"8676,""Pitt-Payne/My Bambazoo.mid"",1909"
"8679,""Pitt-Payne/My Best Girl.mid"",1924"
"8699,""Pitt-Payne/My Creole Saidee.mid"",1907"
"8711,""Pitt-Payne/My Dreamy China Lady.mid"",1916"
"8713,""Pitt-Payne/My Fate Is In Your Hands.mid"",1929"
"8721,""Pitt-Payne/My Gal Is A High-Born Lady.mid"",1896"
"8731,""Pitt-Payne/My Heart's Desiah Is Miss Mariah.mid"",1901"
"8735,""Pitt-Payne/My Honolulu Hula Girl.mid"",1909"
"8745,""Pitt-Payne/My Lady Hottentot.mid"",1901"
"8751,""Pitt-Payne/My Little China Doll.mid"",1917"
"8765,""Pitt-Payne/My Mammy.mid"",1921"
"8766,""Pitt-Payne/My Mariutch She Come Back To Me.mid"",1907"
"8768,""Pitt-Payne/My Money Never Gives Out.mid"",1900"
"8771,""Pitt-Payne/My Music Teacher.mid"",1912"
"8775,""Pitt-Payne/My Own Iona.mid"",1916"
"8784,""Pitt-Payne/My Pretty Little Kickapoo.mid"",1904"
"8787,""Pitt-Payne/My Rag Time Lady.mid"",1898"
"8791,""Pitt-Payne/My Ragtime Fireman.mid"",1912"
"8793,""Pitt-Payne/My Sahara Rose.mid"",1920"
"8802,""Pitt-Payne/My Sumurun Girl.mid"",1912"
"8803,""Pitt-Payne/My Sunny Tennessee.mid"",1921"
"8818,""Pitt-Payne/My Wigwam Queen.mid"",1903"
"8819,""Pitt-Payne/My Yiddisha Butterfly.mid"",1917"
"8832,""Pitt-Payne/N' Everything.mid"",1918"
"8853,""Pitt-Payne/Nat Johnson's Rag.mid"",1911"
"8854,""Pitt-Payne/National Colors Rag.mid"",1917"
"8896,""Pitt-Payne/Nervous Rag.mid"",1910"
"8909,""Pitt-Payne/Never Raise A Razor 'less You Want To Raise A Row.mid"",1906"
"8934,""Pitt-Payne/New Hippodrome  The.mid"",1914"
"8950,""Pitt-Payne/New Orleans Jazz.mid"",1917"
"8979,""Pitt-Payne/Newport Glide  The.mid"",1910"
"8984,""Pitt-Payne/Next To Your Mother, Who Do You Love?.mid"",1909"
"8989,""Pitt-Payne/Nice And Easy.mid"",1916"
"8991,""Pitt-Payne/Nicest, Sweetest, Cutest  The.mid"",1909"
"8996,""Pitt-Payne/Nicodemus And His Banjo.mid"",1899"
"8998,""Pitt-Payne/Nifty Little Jane.mid"",1915"
"9008,""Pitt-Payne/Nigger Toe.mid"",1910"
"9049,""Pitt-Payne/Nitric-Acid.mid"",1922"
"9151,""Pitt-Payne/No-Ze.mid"",1905"
"9082,""Pitt-Payne/Nobody Lied.mid"",1922"
"9099,""Pitt-Payne/Noisy Notes.mid"",1915"
"9104,""Pitt-Payne/Nonette Rag.mid"",1912"
"9107,""Pitt-Payne/Nonsense.mid"",1911"
"9108,""Pitt-Payne/Noodles.mid"",1906"
"9132,""Pitt-Payne/Nothin' Doin' What You're Thinkin' 'Bout.mid"",1912"
"9133,""Pitt-Payne/Nothin' From Nothin' Leaves You.mid"",1905"
"9160,""Pitt-Payne/Nuthin' But.mid"",1922"
"9177,""Pitt-Payne/Oceana Roll  The.mid"",1911"
"9201,""Pitt-Payne/Oh By Jingo! Oh By Gee!.mid"",1919"
"9204,""Pitt-Payne/Oh How She Can Sing.mid"",1919"
"9207,""Pitt-Payne/Oh Johnny, Oh Johnny, Oh!.mid"",1917"
"9217,""Pitt-Payne/Oh That Beautiful Rag .mid"",1910"
"9218,""Pitt-Payne/Oh That Navajo Rag.mid"",1911"
"9220,""Pitt-Payne/Oh You Australian Boy.mid"",1916"
"9222,""Pitt-Payne/Oh You Bear Cat Rag .mid"",1910"
"9230,""Pitt-Payne/Oh You Tigers.mid"",1909"
